id,year,platform,publisher,genre,na_sales,eu_sales,jp_sales,ot_sales,gb_sales
456,2008,5,5,9,1.91,0.84,0,0.29,3.05
457,2012,5,6,7,1.38,1.35,0.02,0.28,3.04
458,2010,1,32,2,2.06,0.64,0.12,0.22,3.04
459,2008,5,29,9,1.94,0.8,0.02,0.27,3.03
460,1995,13,6,2,1.54,1.33,0,0.16,3.03
461,2009,6,4,7,1.4,1.07,0.08,0.47,3.02
462,2002,14,6,9,1.85,1.04,0,0.13,3.02
463,1987,2,1,10,2.03,0.47,0.45,0.07,3.02
464,2002,7,29,1,1.45,1.13,0.07,0.38,3.02
465,2015,18,2,7,2.38,0.32,0,0.31,3
466,2012,5,3,1,2.6,0.21,0.01,0.19,3
467,2007,7,11,10,1.15,0,0.76,1.09,3
468,2014,11,20,9,1.01,1.41,0.05,0.53,2.99
469,1993,8,1,7,1.61,0.51,0.8,0.07,2.99
470,2000,15,8,6,1.67,1.18,0,0.13,2.99
471,2002,7,15,1,0.12,1.26,1.16,0.45,2.99
472,2001,7,13,9,1.36,0.86,0.64,0.13,2.99
473,2015,10,1,8,0.47,1,1.39,0.12,2.98
474,2010,6,8,7,1.33,1.12,0.08,0.45,2.97
475,2014,15,8,8,0.96,1.72,0,0.29,2.97
476,2011,15,8,4,1.58,1.01,0,0.38,2.97
477,2003,7,9,2,1.04,1.37,0.06,0.49,2.96
478,2008,4,1,2,1.57,0.04,1.19,0.15,2.96
479,2002,7,22,9,1.36,1.15,0.04,0.41,2.96
480,2009,5,13,10,1.82,0.71,0.15,0.26,2.95
481,1996,12,1,3,1.98,0.58,0.34,0.04,2.94
482,2003,7,4,7,2.22,0.51,0.06,0.15,2.94
483,2005,7,29,10,1.45,1.11,0.04,0.33,2.94
484,2009,6,4,9,1.76,0.69,0.12,0.37,2.94
485,2001,9,11,5,2.07,0.77,0.05,0.05,2.94
486,2007,5,2,4,1.83,0.8,0.03,0.27,2.93
487,2006,1,1,5,0.87,1.06,0.73,0.26,2.92
488,2007,1,12,8,1.43,1.13,0.05,0.3,2.91
489,2002,9,1,2,1.75,0.45,0.62,0.09,2.91
490,2013,11,8,1,0.61,1.85,0.11,0.33,2.9
491,2014,18,8,7,1.84,0.8,0.04,0.22,2.9
492,2004,7,9,6,1.54,1.14,0,0.22,2.9
493,2008,5,9,1,1.75,0.86,0,0.28,2.9
494,2003,7,15,1,0.08,1.24,1.13,0.45,2.9
495,2012,6,8,3,0.71,1.51,0.06,0.61,2.89
496,2001,7,4,1,0.99,0.32,1.38,0.2,2.89
497,2004,7,5,7,1.51,1.12,0.01,0.24,2.89
498,2011,1,35,1,1.54,1.07,0,0.28,2.88
499,1999,13,4,7,2.03,0.72,0.02,0.11,2.88
500,2007,4,6,8,1.3,1.27,0,0.31,2.88
501,1998,13,36,3,0.09,2.43,0.12,0.22,2.87
502,2013,18,5,7,1.87,0.77,0,0.22,2.86
503,2012,5,8,1,2.53,0.16,0,0.17,2.86
504,2002,14,6,4,2.09,0.63,0.03,0.11,2.86
505,2011,6,20,10,1.98,0.55,0,0.32,2.85
506,1990,8,1,3,1.37,0.51,0.89,0.07,2.85
507,1997,12,1,2,1.29,0.53,0.98,0.05,2.85
508,1996,15,19,12,1.37,1.34,0,0.14,2.85
509,2011,1,5,9,1.4,1.14,0,0.31,2.85
510,2015,6,8,1,0.4,1.98,0.05,0.42,2.85
511,2010,6,6,9,1.87,0.57,0.11,0.3,2.84
512,2007,5,3,7,1.65,0.86,0.05,0.28,2.83
513,2009,5,8,1,2.52,0.09,0,0.22,2.83
514,2010,6,8,7,1.28,1.05,0.07,0.43,2.83
515,2002,7,29,10,1.32,1.08,0.04,0.39,2.83
516,2002,19,1,7,1.96,0.67,0.1,0.09,2.82
517,2003,9,29,9,1.59,1.05,0.04,0.14,2.82
518,1994,15,37,11,0.02,2.79,0,0,2.81
519,2010,6,8,3,1.05,1.25,0.03,0.48,2.81
520,2007,4,6,8,1.32,1.19,0,0.3,2.81
521,2003,7,29,10,1.32,1.06,0.04,0.38,2.8
522,2008,5,18,9,1.74,0.8,0,0.26,2.8
523,2006,4,1,2,1.47,0.07,1.1,0.15,2.8
524,1997,13,4,1,0.29,0.2,2.13,0.18,2.79
525,2011,6,4,7,1.45,0.88,0.09,0.38,2.79
526,1998,13,4,2,1.96,0.72,0,0.11,2.79
527,2001,7,29,10,1.19,1.15,0.04,0.41,2.79
528,1992,8,25,4,0,0,2.78,0.01,2.79
529,1996,13,14,10,1.98,0.7,0,0.11,2.79
530,2011,15,8,7,0.89,1.43,0,0.48,2.79
531,2001,7,8,1,2.19,0.22,0,0.38,2.79
532,2009,4,1,5,0.3,1.47,0.68,0.34,2.79
533,2011,10,1,4,0.46,0.29,1.96,0.07,2.79
534,2003,7,4,2,1.68,0.74,0,0.36,2.78
535,2014,11,4,9,1.27,0.97,0.07,0.47,2.78
536,2003,7,4,2,1.44,0.83,0.26,0.25,2.78
537,2009,6,26,10,1.2,0.98,0.17,0.43,2.78
538,2003,7,8,8,1.41,1.12,0,0.24,2.77
539,2007,1,9,2,1.24,1.2,0.04,0.3,2.77
540,2011,5,29,9,1.25,1.15,0.07,0.3,2.77
541,1980,16,11,7,2.56,0.17,0,0.03,2.76
542,1992,8,1,6,1.43,0.54,0.71,0.07,2.75
543,2013,11,6,9,1.07,1.31,0.06,0.31,2.74
544,2000,12,1,12,1.02,0.36,1.13,0.23,2.73
545,1986,2,1,9,1.33,0.31,1.04,0.05,2.73
546,2011,5,3,11,1.52,0.94,0.02,0.24,2.72
547,2006,5,5,7,1.49,0.93,0.02,0.27,2.71
548,2002,9,1,9,1.75,0.52,0.33,0.1,2.7
549,2001,7,19,9,0.99,0.48,1.09,0.14,2.7
550,2015,11,20,10,1.47,0.76,0,0.47,2.7
551,1998,12,1,6,1.25,0.53,0.87,0.05,2.7
552,2011,5,8,1,2.42,0.11,0,0.16,2.69
553,2006,7,18,9,1.85,0.64,0.01,0.19,2.69
554,2010,5,8,1,2.38,0.12,0,0.18,2.69
555,2010,4,1,5,1.63,0.52,0.35,0.18,2.69
556,2010,5,8,1,1.46,0.98,0,0.24,2.68
557,2004,7,8,3,1.23,1.11,0,0.34,2.68
558,2014,10,38,4,0,0,2.68,0,2.68
559,2009,6,8,3,0.69,1.41,0.04,0.53,2.68
560,2011,6,17,4,0.78,0.75,0.89,0.26,2.68
561,1992,21,39,10,1.95,0.63,0,0.09,2.67
562,2005,7,5,7,1.48,0.92,0.01,0.26,2.67
563,2008,5,5,6,1.78,0.64,0,0.25,2.67
564,1998,13,8,7,1.44,1.09,0,0.14,2.67
565,2004,14,2,4,1.99,0.58,0,0.09,2.66
566,2006,4,32,9,1.59,0.8,0,0.26,2.65
567,2003,7,6,9,1.15,1.11,0,0.4,2.65
568,2012,1,5,9,1.56,0.88,0,0.22,2.65
569,2006,17,8,7,0.86,1.11,0.01,0.66,2.65
570,1986,2,1,2,0,0,2.65,0,2.65
571,1996,12,1,9,2,0.5,0.12,0.03,2.65
572,2007,5,18,9,1.53,0.87,0,0.24,2.64
573,2000,7,3,3,2,0.47,0.02,0.14,2.63
574,2006,17,4,10,0.76,1.1,0.12,0.65,2.63
575,2009,5,2,12,1.53,0.82,0.04,0.24,2.63
576,2009,6,4,9,1.7,0.46,0.06,0.41,2.63
577,2004,7,9,1,2.15,0.12,0,0.36,2.62
578,2007,1,1,1,1.07,1.06,0.24,0.25,2.62
579,2010,5,8,7,1.55,0.81,0.04,0.21,2.62
580,2009,5,8,1,0.59,1.79,0.01,0.23,2.62
581,2011,5,3,1,2.31,0.14,0.01,0.16,2.62
582,2008,4,1,8,0.63,0.84,0.96,0.19,2.61
583,2002,7,8,9,0.9,1.22,0.04,0.44,2.61
584,2010,1,1,2,1.02,0.52,0.92,0.14,2.6
585,1990,21,9,9,1.86,0.55,0.11,0.08,2.6
586,2008,6,8,1,0.48,1.63,0.04,0.43,2.59
587,2007,6,4,2,0.93,1.12,0.08,0.45,2.59
588,2004,7,8,1,2.03,0.21,0,0.35,2.59
589,2009,17,4,2,0.64,1.24,0.01,0.69,2.58
590,2013,11,4,7,0.89,1.33,0.07,0.28,2.58
591,2009,5,3,9,1.04,1.24,0.03,0.27,2.58
592,2007,17,13,4,0.37,0.27,1.75,0.18,2.58
593,2006,7,29,10,1.4,0.88,0.03,0.26,2.58
594,2004,7,4,2,1.31,0.74,0.31,0.22,2.57
595,2010,4,1,6,0.28,1.68,0.33,0.28,2.57
596,2009,5,8,4,1.76,0.56,0.03,0.22,2.57
597,2007,7,8,1,2.14,0.08,0,0.35,2.57
598,2001,19,9,2,1.7,0.59,0.21,0.07,2.56
599,1987,2,25,4,0.15,0,2.41,0,2.56
600,2012,6,8,1,2.11,0.23,0,0.22,2.56
601,2003,19,1,4,1.21,0.57,0.7,0.07,2.54
602,2008,1,15,1,1.13,0.87,0.29,0.25,2.54
603,2008,5,8,1,2.21,0.12,0,0.2,2.54
604,2001,7,31,3,1.13,1.12,0.06,0.22,2.52
605,2000,12,1,9,1.55,0.75,0.16,0.06,2.52
606,2007,1,40,6,1.5,0.78,0,0.24,2.52
607,1986,2,13,4,0.49,0,0.52,1.51,2.52
608,2013,6,17,9,0.6,1.31,0.08,0.52,2.51
609,2006,5,5,4,2.29,0.02,0,0.19,2.5
610,2008,7,15,1,0.13,0.07,0.26,2.05,2.5
611,1999,12,1,6,1.28,0.14,1.08,0.01,2.5
612,2011,6,29,9,0.86,1.06,0.18,0.39,2.49
613,2003,14,3,9,1.84,0.56,0,0.09,2.49
614,2010,1,20,9,1.29,0.97,0,0.23,2.49
615,2002,7,40,10,1.81,0.52,0,0.15,2.49
616,2008,6,4,7,1.15,0.85,0.1,0.39,2.48
617,2008,5,32,3,1.38,0.85,0,0.25,2.48
618,1998,13,22,9,1.15,1.14,0.06,0.13,2.48
619,2012,6,3,1,1.72,0.44,0.05,0.27,2.48
620,2013,5,3,1,2.1,0.2,0,0.17,2.47
621,2002,19,1,6,1.13,0.36,0.92,0.07,2.47
622,2010,1,29,6,1.67,0.58,0,0.2,2.46
623,2008,6,3,3,1.55,0.54,0.05,0.31,2.45
624,1992,8,10,4,0,0,2.43,0.02,2.45
625,1997,13,10,4,0.93,0.12,1.34,0.06,2.45
626,1996,13,4,3,2.12,0.25,0,0.07,2.44
627,2011,5,2,7,1.44,0.73,0.04,0.22,2.44
628,2006,17,8,3,0.87,0.98,0,0.59,2.44
629,2003,7,8,8,1.07,1.19,0,0.18,2.43
630,1997,15,37,11,1.52,0.82,0,0.1,2.43
631,2008,5,6,7,1.56,0.61,0.02,0.23,2.42
632,1998,22,9,2,1.26,0.61,0.46,0.08,2.42
633,1988,2,1,1,1.27,0.32,0.78,0.05,2.42
634,2010,6,15,1,0.29,1.18,0.54,0.41,2.42
635,2003,7,11,10,1.63,0.22,0.51,0.06,2.41
636,2001,7,4,3,2.07,0.26,0,0.08,2.41
637,1998,13,13,9,0.81,0.76,0.7,0.14,2.41
638,2014,18,2,6,1.43,0.76,0,0.22,2.41
639,2007,7,8,3,0.69,0,0.04,1.68,2.41
640,2015,18,8,1,2.07,0.08,0,0.26,2.4
641,1996,13,41,5,2.1,0.24,0,0.07,2.4
642,1987,2,1,10,0.77,0.18,1.42,0.03,2.4
643,1997,15,8,12,2.3,0.1,0,0,2.4
644,2015,11,8,3,0.49,1.49,0.05,0.36,2.39
645,2010,5,12,1,1.74,0.48,0,0.18,2.39
646,1994,15,28,6,1.49,0.81,0,0.1,2.39
647,2013,6,20,9,1.07,0.87,0.04,0.4,2.39
648,2011,5,42,9,1.48,0.71,0,0.2,2.39
649,2005,7,23,6,1.67,0.61,0.03,0.07,2.38
650,2007,6,18,9,1.02,0.97,0,0.39,2.38
651,2011,5,2,6,1.73,0.46,0.02,0.18,2.38
652,1998,12,29,10,1.94,0.39,0.03,0.02,2.38
653,2015,11,4,9,1,0.76,0.26,0.36,2.38
654,2014,11,3,1,1.46,0.54,0.01,0.37,2.38
655,2010,6,8,1,2.04,0.15,0,0.19,2.38
656,2001,7,15,6,1.16,0.91,0,0.3,2.38
657,2007,5,8,1,2.18,0.01,0,0.18,2.37
658,2004,15,24,7,2.28,0.02,0.08,0,2.37
659,2004,7,29,9,0.96,1.08,0.04,0.3,2.37
660,2004,7,5,1,1.25,0.86,0.01,0.26,2.37
661,2009,6,8,1,2.03,0.13,0,0.21,2.37
662,2011,5,2,1,1.38,0.74,0.02,0.22,2.36
663,1995,3,1,2,0.69,0.14,1.48,0.05,2.36
664,2010,4,20,9,1.07,1.05,0,0.23,2.35
665,1996,3,1,2,1.39,0.48,0.4,0.08,2.35
666,1998,3,22,4,0,0,2.34,0.01,2.35
667,2008,5,3,3,1.68,0.46,0.01,0.2,2.35
668,2013,1,5,2,1.32,0.83,0,0.2,2.34
669,2007,7,29,10,0.92,0,0.01,1.41,2.34
670,2008,1,6,1,1.2,0.9,0,0.24,2.34
671,2001,7,13,9,1.08,0.7,0.34,0.21,2.34
672,2010,5,8,8,1.27,0.86,0,0.2,2.33
673,2015,10,1,9,1.14,0.54,0.47,0.17,2.32
674,2015,18,3,1,1.93,0.14,0,0.24,2.32
675,2010,1,6,6,1.57,0.56,0,0.19,2.32
676,2000,12,1,1,0.78,0.4,1.06,0.07,2.32
677,1997,13,3,9,0.79,1.35,0.04,0.14,2.32
678,2004,7,8,7,0.85,1.06,0.09,0.32,2.31
679,2004,4,1,5,0.52,0.45,1.21,0.13,2.31
680,1999,13,8,3,1.58,0.64,0,0.09,2.31
681,1995,8,10,4,0.28,0,2.02,0.01,2.31
682,1998,13,43,1,1.65,0.46,0.1,0.1,2.31
683,2013,5,20,9,1.24,0.85,0,0.21,2.3
684,2012,15,44,9,0.95,1.06,0,0.29,2.3
685,2008,4,1,4,0.95,0.54,0.62,0.18,2.3
686,2011,6,42,9,1.08,0.75,0.15,0.31,2.29
687,1997,15,22,9,0.91,1.25,0,0.13,2.29
688,2013,6,4,9,1.23,0.68,0.04,0.34,2.29
689,2004,14,8,3,1.38,0.8,0,0.1,2.28
690,2009,6,15,1,0.3,1.27,0.46,0.26,2.28
691,2014,1,6,6,1.11,0.98,0,0.2,2.28
692,2015,10,38,9,0,0,2.28,0,2.28
693,1983,2,1,2,0.51,0.12,1.63,0.02,2.28
694,2008,7,8,1,0.38,0.07,0.01,1.82,2.28
695,2008,6,18,9,1.01,0.9,0,0.37,2.28
696,2012,6,3,7,1.05,0.77,0.1,0.36,2.28
697,1997,13,36,3,0.07,2,0.02,0.18,2.28
698,2012,10,1,4,1.12,0.39,0.64,0.12,2.27
699,2009,6,9,6,1.34,0.62,0,0.31,2.27
700,2006,1,9,6,1.07,0.92,0.04,0.24,2.27
701,2002,9,1,2,1.22,0.1,0.91,0.04,2.27
702,2001,9,1,2,0.9,0.73,0.54,0.09,2.26
703,2007,6,5,6,1.4,0.54,0.02,0.3,2.26
704,2007,1,13,9,1.34,0.57,0.14,0.21,2.26
705,2014,23,16,6,0.28,0.79,0.87,0.32,2.25
706,2002,7,13,11,0.62,0.44,1.06,0.13,2.25
707,1997,13,45,1,1.52,0.46,0.2,0.08,2.25
708,2004,19,1,4,1.48,0.25,0.46,0.06,2.25
709,2011,6,8,1,1.93,0.15,0,0.17,2.25
710,2009,1,1,4,0.67,0.41,1.05,0.11,2.25
711,2008,17,17,10,0.51,0.51,0.91,0.32,2.25
712,2001,9,9,2,1.19,0.71,0.22,0.13,2.24
713,2001,9,24,2,1.29,0.83,0,0.11,2.23
714,1990,2,15,9,1.74,0.25,0.21,0.03,2.23
715,2008,4,5,9,1.42,0.61,0,0.21,2.23
716,2009,7,15,8,1.09,0.85,0,0.28,2.23
717,2013,20,1,2,1.27,0.62,0.18,0.16,2.22
718,2003,7,6,9,0.88,1.03,0,0.31,2.22
719,2009,4,20,5,1.71,0.32,0.02,0.18,2.22
720,1998,3,1,11,1,0.63,0.45,0.13,2.22
721,2010,5,8,3,1.03,0.98,0,0.21,2.22
722,2010,5,3,7,1.45,0.55,0.02,0.19,2.21
723,2013,18,6,9,1.47,0.55,0,0.19,2.21
724,2006,7,13,9,1.06,0.82,0.05,0.28,2.21
725,2008,5,8,6,1.78,0.24,0,0.18,2.2
726,1981,16,46,9,2.06,0.12,0,0.02,2.2
727,2007,5,5,6,2.01,0.02,0,0.17,2.2
728,2000,3,1,2,1.11,0.51,0.34,0.23,2.2
729,1986,2,26,1,0.15,0,2.05,0,2.2
730,2008,1,9,2,1.28,0.68,0.02,0.21,2.2
731,2007,4,32,5,1.06,0.91,0,0.23,2.2
732,2011,6,15,9,0.34,0.97,0.55,0.33,2.19
733,2006,5,29,9,1.17,0.78,0.02,0.22,2.19
734,2003,14,5,4,1.68,0.44,0,0.08,2.19
735,1992,3,1,6,0.87,0.17,1.1,0.05,2.19
736,2000,3,1,2,1.04,0.72,0.3,0.13,2.19
737,2012,6,17,9,0.59,1.07,0.07,0.45,2.19
738,2000,3,15,4,0,0,2.17,0.01,2.18
739,2002,7,29,3,1.92,0.2,0,0.06,2.18
740,2013,18,2,3,1.21,0.78,0.01,0.17,2.18
741,2013,5,8,1,1.97,0.07,0,0.13,2.18
742,2006,4,1,4,1.29,0.04,0.73,0.12,2.18
743,2003,9,1,4,1.48,0.17,0.47,0.06,2.17
744,2010,5,17,4,1.27,0.68,0.01,0.2,2.17
745,1998,12,1,8,1.6,0.46,0.08,0.03,2.17
746,1984,2,1,1,0.48,0.11,1.56,0.02,2.17
747,2001,15,8,8,1.23,0.83,0,0.1,2.16
748,2009,1,6,1,1.51,0.47,0,0.18,2.16
749,2000,13,4,7,1.5,0.55,0.02,0.08,2.15
750,2015,11,6,7,0.54,1.16,0.13,0.32,2.15
751,1987,2,1,1,0.14,0.03,1.98,0,2.15
752,2014,18,8,1,0.6,1.41,0,0.14,2.15
753,2007,17,5,7,0.52,1.03,0,0.59,2.14
754,1996,8,1,4,0.66,0,1.45,0.03,2.14
755,1983,2,1,6,0.01,0,2.13,0,2.14
756,1988,2,1,3,1.47,0.38,0.19,0.1,2.14
757,1992,15,47,8,1.2,0.84,0,0.1,2.14
758,1981,16,48,7,1.99,0.12,0,0.02,2.13
759,2004,7,15,8,1.04,0.81,0,0.27,2.13
760,2006,4,1,5,0.64,0.07,1.35,0.08,2.13
761,2003,9,10,4,0.82,0.37,0.89,0.05,2.13
762,2016,11,6,9,0.59,1.16,0.06,0.33,2.13
763,2010,4,32,9,0.93,0.97,0.02,0.21,2.12
764,2006,4,17,4,0.91,0.05,1.07,0.09,2.12
765,2010,1,1,2,1.47,0.09,0.45,0.11,2.12
766,2001,14,2,3,1.37,0.61,0.05,0.09,2.12
767,1989,3,1,1,0.83,0.33,0.92,0.04,2.12
768,2011,6,3,1,1.61,0.27,0.05,0.18,2.11
769,2009,6,3,7,1.2,0.62,0,0.29,2.11
770,2000,12,5,1,1.68,0.4,0,0.03,2.11
771,2008,6,15,1,0.11,1.34,0.4,0.26,2.11
772,2002,7,8,3,1.68,0.31,0.02,0.09,2.11
773,2010,1,1,1,0.9,0.45,0.63,0.13,2.11
774,2003,7,49,9,0.63,0.21,1.13,0.13,2.11
775,2011,5,20,10,1.63,0.33,0,0.15,2.11
776,1998,13,10,4,0.94,0.07,1.05,0.04,2.1
777,2002,7,29,2,1.17,0.72,0,0.22,2.1
778,2002,14,2,9,1.54,0.44,0.04,0.07,2.1
779,2005,17,8,3,1.77,0.13,0.02,0.18,2.1
780,2011,5,50,7,1.41,0.51,0.01,0.17,2.1
781,2005,7,13,9,0.99,0.63,0.29,0.19,2.09
782,1997,13,51,1,0,0,1.96,0.14,2.09
783,2006,5,13,9,1.16,0.65,0.08,0.2,2.09
784,2003,7,29,9,1.26,0.6,0.05,0.18,2.09
785,2010,5,3,9,1.84,0.12,0.01,0.13,2.09
786,2009,1,52,6,1.97,0,0,0.12,2.09
787,2006,4,8,8,0.92,0.94,0,0.22,2.09
788,2015,11,8,7,0.7,0.93,0.14,0.32,2.09
789,2010,17,15,9,0.46,0.42,0.96,0.25,2.09
790,2010,15,5,4,1.77,0.32,0,0,2.08
791,2002,7,29,5,1.11,0.71,0,0.27,2.08
792,2008,6,8,3,0.63,1.02,0.05,0.39,2.08
793,2007,1,15,8,1.36,0.52,0,0.2,2.08
794,2003,19,1,6,0.97,0.33,0.73,0.06,2.08
795,2010,6,3,9,0.59,0.99,0.13,0.36,2.08
796,1998,15,8,12,2.04,0.04,0,0,2.08
797,1994,15,5,12,0.89,1.08,0,0.11,2.08
798,2010,6,8,1,0.79,0.94,0,0.35,2.08
799,2002,13,3,7,1.54,0.46,0,0.08,2.07
800,2010,17,17,4,0.63,0.42,0.75,0.26,2.07
801,2009,5,29,10,1.48,0.39,0,0.19,2.07
802,2011,6,26,4,0.75,0.54,0.54,0.23,2.07
803,2001,9,15,12,1.64,0.36,0,0.07,2.07
804,2007,5,8,3,1.04,0.8,0.01,0.22,2.06
805,2010,6,8,8,0.73,0.97,0.02,0.34,2.06
806,2010,5,6,9,1.2,0.63,0.04,0.19,2.06
807,2005,9,1,4,0.71,0.52,0.74,0.08,2.06
808,2004,9,29,9,1.15,0.77,0.04,0.1,2.06
809,1998,13,26,3,0.68,0.46,0.79,0.13,2.06
810,2003,7,26,10,1.06,0.62,0.13,0.25,2.06
811,2013,10,1,4,0.89,0.57,0.46,0.13,2.06
812,2007,6,8,3,0.73,0.92,0.04,0.37,2.05
813,2008,4,3,6,1.23,0.64,0,0.19,2.05
814,2013,6,3,1,1.43,0.33,0.04,0.25,2.05
815,2005,4,1,4,1.16,0.06,0.83,0,2.05
816,2002,19,53,6,1.47,0.48,0.05,0.06,2.05
817,2013,6,5,4,0.71,0.83,0.15,0.35,2.05
818,1992,21,39,1,1.75,0.25,0,0.05,2.05
819,2007,5,2,3,0.48,1.29,0.02,0.25,2.05
820,2009,4,17,4,1.11,0.27,0.53,0.14,2.04
821,2011,5,2,6,1.45,0.42,0.01,0.16,2.04
822,2008,1,6,6,0.73,1.09,0,0.23,2.04
823,2006,7,4,7,1.74,0.02,0,0.28,2.04
824,2005,7,6,9,0.71,1.02,0,0.31,2.04
825,2003,9,1,2,1.2,0.48,0.29,0.07,2.04
826,2011,6,8,9,0.58,1.06,0.03,0.37,2.04
827,2014,11,8,1,1.53,0.25,0,0.25,2.03
828,1998,12,1,1,1.25,0.61,0.13,0.05,2.03
829,2011,5,6,6,1.47,0.4,0,0.16,2.03
830,2003,7,8,1,1.57,0.18,0,0.27,2.03
831,2008,6,8,9,1.05,0.67,0,0.3,2.02
832,2005,5,5,7,1.81,0.05,0.01,0.15,2.02
833,2014,5,8,1,1.76,0.09,0,0.17,2.02
834,2012,5,2,3,0.82,0.98,0.04,0.18,2.02
835,2007,4,40,5,0.49,1.27,0,0.25,2.01
836,2016,18,6,7,1.2,0.62,0,0.18,2.01
837,2013,6,20,9,0.77,0.85,0.01,0.37,2
838,2012,10,1,4,0.89,0.45,0.53,0.13,2
839,2014,11,4,3,0.35,1.31,0.02,0.33,2
840,1993,8,1,10,0.52,0.16,1.29,0.03,2
841,2008,6,40,10,1.48,0.3,0,0.22,2
842,1997,13,5,9,0.95,0.64,0.27,0.13,1.99
843,1989,3,1,1,0.75,0.3,0.9,0.04,1.99
844,2002,9,8,9,1.21,0.64,0.05,0.09,1.99
845,2002,13,8,9,0.75,1.09,0.02,0.12,1.98
846,1991,8,1,8,0.93,0.27,0.75,0.04,1.98
847,2013,18,8,7,1.25,0.58,0,0.16,1.98
848,2012,5,13,7,1.11,0.63,0.07,0.16,1.98
849,2014,11,8,4,0.72,0.86,0.08,0.32,1.97
850,2010,4,9,2,0.99,0.8,0,0.18,1.97
851,2002,7,21,2,0.74,0.95,0,0.28,1.97
852,2008,1,5,7,1.2,0.59,0,0.19,1.97
853,2003,7,13,9,0.71,0.58,0.51,0.17,1.97
854,2008,6,8,3,1.01,0.64,0.02,0.3,1.97
855,1981,16,11,9,1.84,0.11,0,0.02,1.97
856,2013,5,3,7,1.22,0.57,0.02,0.15,1.96
857,2004,17,4,1,0.5,0.5,0.63,0.33,1.96
858,1986,2,1,3,1.13,0.37,0.41,0.05,1.96
859,1985,2,1,1,0.18,0.23,1.53,0.02,1.96
860,2006,4,1,2,0.79,0.03,1.05,0.08,1.96
861,2006,5,6,7,1.09,0.65,0.02,0.2,1.96
862,2014,5,5,7,1.3,0.49,0,0.16,1.95
863,2003,7,24,3,0.74,1.01,0,0.2,1.95
864,2005,14,3,9,1.26,0.61,0,0.09,1.95
865,1994,15,18,7,1.09,0.77,0,0.09,1.95
866,2003,7,8,1,1.69,0.2,0,0.06,1.95
867,2003,7,8,10,0.95,0.74,0,0.25,1.94
868,2008,5,8,1,0.49,1.26,0.01,0.18,1.94
869,1999,15,32,6,1.94,0,0,0,1.94
870,2001,13,29,11,0.59,1.23,0,0.13,1.94
871,1989,3,1,5,0.96,0.38,0.55,0.05,1.94
872,2004,7,11,10,1.09,0.15,0.65,0.04,1.94
873,1997,13,4,3,1.41,0.42,0.03,0.07,1.94
874,2002,7,6,7,1.42,0.4,0,0.12,1.94
875,2004,7,5,4,1,0.72,0,0.21,1.93
876,2013,5,20,9,1.15,0.61,0,0.17,1.93
877,2008,6,5,6,1.1,0.56,0,0.27,1.93
878,1993,8,31,10,1.48,0.39,0,0.06,1.93
879,1995,24,9,10,0.34,0.26,1.3,0.03,1.93
880,1998,3,1,5,1.06,0.6,0.2,0.07,1.93
881,2008,5,40,10,1.53,0.24,0,0.16,1.93
882,2014,6,6,9,0.56,0.89,0.1,0.37,1.93
883,2008,1,1,1,1.51,0,0.29,0.12,1.93
884,2013,5,17,9,0.86,0.87,0.01,0.17,1.92
885,2001,3,1,9,0.92,0.53,0.41,0.06,1.92
886,2009,5,8,3,0.73,0.97,0.01,0.22,1.92
887,2008,1,8,6,0.87,0.85,0,0.2,1.92
888,2001,7,29,7,0.76,0.96,0,0.2,1.92
889,2003,15,8,8,1.03,0.8,0,0.09,1.92
890,2004,7,29,3,0.94,0.73,0,0.25,1.92
891,1996,13,4,6,0.26,0.16,1.46,0.03,1.92
892,2009,1,32,6,1.06,0.67,0,0.18,1.92
893,2000,12,1,6,0.72,0.16,1.01,0.02,1.91
894,2008,1,18,9,1.14,0.57,0,0.19,1.91
895,2008,1,40,6,1.3,0.44,0,0.17,1.91
896,2015,11,5,7,0.77,0.78,0.04,0.31,1.91
897,2011,1,18,9,1.08,0.66,0,0.17,1.91
898,2001,19,18,8,1.03,0.75,0.03,0.09,1.9
899,2012,6,3,7,0.59,0.92,0.06,0.32,1.9
900,2013,11,8,3,0.73,0.91,0.03,0.22,1.89
901,2008,6,8,1,1.56,0.15,0,0.18,1.89
902,2013,10,1,4,0.21,0.3,1.33,0.04,1.89
903,2009,6,4,2,1.05,0.54,0.03,0.26,1.88
904,1999,13,15,4,1.37,0.44,0,0.08,1.88
905,2004,7,40,10,0.92,0.72,0,0.24,1.88
906,1999,13,4,1,0.25,0.12,1.48,0.03,1.88
907,2005,7,8,7,0.89,0.69,0.09,0.21,1.88
908,1998,13,29,10,1.42,0.36,0.03,0.07,1.88
909,2007,7,32,6,0.47,0.08,0,1.33,1.87
910,2002,19,1,11,0.96,0.53,0.3,0.09,1.87
911,1998,13,8,1,0.22,1.47,0.04,0.14,1.87
912,2001,7,29,9,0.53,0.16,1.07,0.1,1.87
913,2013,10,1,2,0.73,0.62,0.4,0.12,1.87
914,2001,3,1,11,0.87,0.52,0.41,0.06,1.86
915,2005,14,8,1,1.75,0.03,0,0.08,1.86
916,2004,7,5,2,1.12,0.69,0.03,0.02,1.86
917,1999,13,4,4,0.94,0.44,0.39,0.1,1.86
918,1997,12,31,2,1.37,0.41,0.04,0.04,1.86
919,2004,7,4,6,0,1.37,0,0.49,1.86
