id,name,year,platform,publisher,genre
608,Tomb Raider (2013),2013,6,17,9
609,Marvel: Ultimate Alliance,2006,5,5,4
610,PES 2009: Pro Evolution Soccer,2008,7,15,1
611,Mario Party 2,1999,12,1,6
612,Saints Row: The Third,2011,6,29,9
613,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,2003,14,3,9
614,LEGO Harry Potter: Years 1-4,2010,1,20,9
615,Mortal Kombat: Deadly Alliance,2002,7,40,10
616,Resistance 2,2008,6,4,7
617,Pure,2008,5,32,3
618,Tomb Raider: The Last Revelation,1998,13,22,9
619,NBA 2K13,2012,6,3,1
620,NBA 2K14,2013,5,3,1
621,Mario Party 4,2002,19,1,6
622,uDraw Studio,2010,1,29,6
623,Midnight Club: Los Angeles,2008,6,3,3
624,Final Fantasy V,1992,8,10,4
625,Final Fantasy Tactics,1997,13,10,4
626,Twisted Metal 2,1996,13,4,3
627,Halo: Combat Evolved Anniversary,2011,5,2,7
628,Need for Speed Carbon: Own the City,2006,17,8,3
629,The Sims: Bustin' Out,2003,7,8,8
630,Riven: The Sequel to Myst,1997,15,37,11
631,Tom Clancy's Rainbow Six: Vegas 2,2008,5,6,7
632,Sonic Adventure,1998,22,9,2
633,Ice Hockey,1988,2,1,1
634,pro evolution soccer 2011,2010,6,15,1
635,Dragon Ball Z: Budokai 2,2003,7,11,10
636,ATV Offroad Fury,2001,7,4,3
637,Dino Crisis,1998,13,13,9
638,Minecraft,2014,18,2,6
639,Need for Speed: ProStreet,2007,7,8,3
640,Madden NFL 16,2015,18,8,1
641,Tetris Plus,1996,13,41,5
642,Pro Wrestling,1987,2,1,10
643,Theme Hospital,1997,15,8,12
644,Need for Speed (2015),2015,11,8,3
645,Zumba Fitness,2010,5,12,1
646,Monopoly,1994,15,28,6
647,Batman: Arkham Origins,2013,6,20,9
648,Dead Island,2011,5,42,9
649,Guitar Hero,2005,7,23,6
650,LEGO Star Wars: The Complete Saga,2007,6,18,9
651,Kinect: Disneyland Adventures,2011,5,2,6
652,WCW/nWo Revenge,1998,12,29,10
653,Bloodborne,2015,11,4,9
654,NBA 2K15,2014,11,3,1
655,Madden NFL 11,2010,6,8,1
656,Yu-Gi-Oh! The Duelists of the Roses,2001,7,15,6
657,Madden NFL 08,2007,5,8,1
658,Half-Life 2,2004,15,24,7
659,The Incredibles,2004,7,29,9
660,Tony Hawk's Underground 2,2004,7,5,1
661,Madden NFL 10,2009,6,8,1
662,Kinect Sports: Season Two,2011,5,2,1
663,Kirby's Dream Land 2,1995,3,1,2
664,LEGO Harry Potter: Years 1-4,2010,4,20,9
665,Donkey Kong Land II,1996,3,1,2
666,Dragon Warrior Monsters,1998,3,22,4
667,Midnight Club: Los Angeles,2008,5,3,3
668,Skylanders SWAP Force,2013,1,5,2
669,WWE SmackDown vs Raw 2008,2007,7,29,10
670,My Fitness Coach,2008,1,6,1
671,Resident Evil - Code: Veronica X,2001,7,13,9
672,The Sims 3,2010,5,8,8
673,The Legend of Zelda: Majora's Mask 3D,2015,10,1,9
674,NBA 2K16,2015,18,3,1
675,Just Dance Kids,2010,1,6,6
676,Mario Tennis,2000,12,1,1
677,Grand Theft Auto,1997,13,3,9
678,James Bond 007: Everything or Nothing,2004,7,8,7
679,WarioWare Touched!,2004,4,1,5
680,Need For Speed: High Stakes,1999,13,8,3
681,Chrono Trigger,1995,8,10,4
682,Cool Boarders 3,1998,13,43,1
683,LEGO Marvel Super Heroes,2013,5,20,9
684,Guild Wars 2,2012,15,44,9
685,Pokemon Ranger: Shadows of Almia,2008,4,1,4
686,Dead Island,2011,6,42,9
687,Tomb Raider II,1997,15,22,9
688,God of War: Ascension,2013,6,4,9
689,Need for Speed Underground 2,2004,14,8,3
690,Pro Evolution Soccer 2010,2009,6,15,1
691,Just Dance 2015,2014,1,6,6
692,Yokai Watch Busters,2015,10,38,9
693,Mario Bros.,1983,2,1,2
694,FIFA Soccer 09,2008,7,8,1
695,Star Wars: The Force Unleashed,2008,6,18,9
696,Borderlands 2,2012,6,3,7
697,TOCA Touring Car Championship,1997,13,36,3
698,Paper Mario: Sticker Star,2012,10,1,4
699,Sonic's Ultimate Genesis Collection,2009,6,9,6
700,Super Monkey Ball: Banana Blitz,2006,1,9,6
701,Kirby: Nightmare in Dream Land,2002,9,1,2
702,Wario Land 4,2001,9,1,2
703,Guitar Hero III: Legends of Rock,2007,6,5,6
704,Resident Evil 4,2007,1,13,9
705,Minecraft,2014,23,16,6
706,Onimusha 2: Samurai's Destiny,2002,7,13,11
707,Cool Boarders 2,1997,13,45,1
708,Paper Mario: The Thousand-Year Door,2004,19,1,4
709,Madden NFL 12,2011,6,8,1
710,Monster Hunter Tri,2009,1,1,4
711,Dissidia: Final Fantasy,2008,17,17,10
712,Sonic Advance,2001,9,9,2
713,Spyro: Season of Ice,2001,9,24,2
714,Teenage Mutant Ninja Turtles II: The Arcade Game,1990,2,15,9
715,LEGO Indiana Jones: The Original Adventures,2008,4,5,9
716,Dance Dance Revolution X2,2009,7,15,8
717,New Super Luigi U,2013,20,1,2
718,Prince of Persia: The Sands of Time,2003,7,6,9
719,Scribblenauts,2009,4,20,5
720,The Legend of Zelda: Link's Awakening DX,1998,3,1,11
721,Need for Speed: Hot Pursuit,2010,5,8,3
722,BioShock 2,2010,5,3,7
723,Assassin's Creed IV: Black Flag,2013,18,6,9
724,Devil May Cry 3: Dante's Awakening Special Edition,2006,7,13,9
725,Rock Band 2,2008,5,8,6
726,Frogger,1981,16,46,9
727,Guitar Hero II,2007,5,5,6
728,Wario Land 3,2000,3,1,2
729,Pro Yakyuu Family Stadium,1986,2,26,1
730,Sonic Unleashed,2008,1,9,2
731,High School Musical: Makin' the Cut!,2007,4,32,5
732,Pro Evolution Soccer 2012,2011,6,15,9
733,Saints Row,2006,5,29,9
734,Star Wars: Knights of the Old Republic,2003,14,5,4
735,Kirby's Pinball Land,1992,3,1,6
736,Donkey Kong Country,2000,3,1,2
737,Hitman: Absolution,2012,6,17,9
738,Yu-Gi-Oh: Duel Monsters 4,2000,3,15,4
739,ATV Offroad Fury 2,2002,7,29,3
740,Forza Motorsport 5,2013,18,2,3
741,Madden NFL 25,2013,5,8,1
742,Pokemon Ranger,2006,4,1,4
743,Mario & Luigi: Superstar Saga,2003,9,1,4
744,Final Fantasy XIII,2010,5,17,4
745,Star Wars: Rogue Squadron,1998,12,1,8
746,Tennis,1984,2,1,1
747,The Sims: House Party,2001,15,8,8
748,Your Shape featuring Jenny McCarthy,2009,1,6,1
749,Syphon Filter 2,2000,13,4,7
750,Tom Clancy's Rainbow Six: Siege,2015,11,6,7
751,Volleyball,1987,2,1,1
752,FIFA 15,2014,18,8,1
753,Call of Duty: Roads to Victory,2007,17,5,7
754,Super Mario RPG: Legend of the Seven Stars,1996,8,1,4
755,Mahjong,1983,2,1,6
756,R.C. Pro-Am,1988,2,1,3
757,SimCity 2000,1992,15,47,8
758,Demon Attack,1981,16,48,7
759,Dance Dance Revolution Extreme,2004,7,15,8
760,Tetris DS,2006,4,1,5
761,Final Fantasy Tactics Advance,2003,9,10,4
762,Far Cry: Primal,2016,11,6,9
763,Toy Story 3: The Video Game,2010,4,32,9
764,Final Fantasy III,2006,4,17,4
765,Kirby's Epic Yarn,2010,1,1,2
766,Project Gotham Racing,2001,14,2,3
767,Golf,1989,3,1,1
768,NBA 2K12,2011,6,3,1
769,Borderlands,2009,6,3,7
770,Tony Hawk's Pro Skater,2000,12,5,1
771,PES 2009: Pro Evolution Soccer,2008,6,15,1
772,Need for Speed: Hot Pursuit 2,2002,7,8,3
773,Mario Sports Mix,2010,1,1,1
774,Dynasty Warriors 4,2003,7,49,9
775,Mortal Kombat,2011,5,20,10
776,Parasite Eve,1998,13,10,4
777,Scooby-Doo! Night of 100 Frights,2002,7,29,2
778,Project Gotham Racing (JP weekly sales),2002,14,2,9
779,Need for Speed: Most Wanted 5-1-0,2005,17,8,3
780,Portal 2,2011,5,50,7
781,Devil May Cry 3: Dante's Awakening,2005,7,13,9
782,Derby Stallion,1997,13,51,1
783,Dead Rising,2006,5,13,9
784,Finding Nemo,2003,7,29,9
785,NBA 2K11,2010,5,3,9
786,Wipeout: The Game,2009,1,52,6
787,The Sims 2: Pets,2006,4,8,8
788,Battlefield: Hardline,2015,11,8,7
789,Metal Gear Solid: Peace Walker,2010,17,15,9
790,World of Warcraft: Cataclysm,2010,15,5,4
791,Tetris Worlds,2002,7,29,5
792,Need For Speed: Undercover,2008,6,8,3
793,Dance Dance Revolution: Hottest Party,2007,1,15,8
794,Mario Party 5,2003,19,1,6
795,Ghostbusters: The Video Game (DS Version),2010,6,3,9
796,Sim Theme Park,1998,15,8,12
797,Warcraft: Orcs & Humans,1994,15,5,12
798,Skate 3,2010,6,8,1
799,Spec Ops: Airborne Commando,2002,13,3,7
800,Kingdom Hearts: Birth by Sleep,2010,17,17,4
801,UFC 2009 Undisputed,2009,5,29,10
802,Dark Souls,2011,6,26,4
803,Yu-Gi-Oh! The Eternal Duelist Soul,2001,9,15,12
804,Need for Speed: ProStreet,2007,5,8,3
805,The Sims 3,2010,6,8,8
806,Tom Clancy's Splinter Cell: Conviction,2010,5,6,9
807,Pokemon Mystery Dungeon: Red/Blue Rescue Team,2005,9,1,4
808,The Incredibles,2004,9,29,9
809,R4: Ridge Racer Type 4,1998,13,26,3
810,SoulCalibur II,2003,7,26,10
811,Mario & Luigi: Dream Team,2013,10,1,4
812,Need for Speed: ProStreet,2007,6,8,3
813,Carnival Games,2008,4,3,6
814,NBA 2K14,2013,6,3,1
815,Pokémon Mystery Dungeon: Blue Rescue Team,2005,4,1,4
816,Sonic Mega Collection,2002,19,53,6
817,Diablo III,2013,6,5,4
818,NBA Jam,1992,21,39,1
819,PGR4 - Project Gotham Racing 4,2007,5,2,3
820,Kingdom Hearts 358/2 Days,2009,4,17,4
821,Dance Central 2,2011,5,2,6
822,Rayman Raving Rabbids: TV Party,2008,1,6,6
823,SOCOM: U.S. Navy SEALs: Combined Assault,2006,7,4,7
824,Peter Jackson's King Kong: The Official Game of the Movie,2005,7,6,9
825,Donkey Kong Country,2003,9,1,2
826,Need for Speed: The Run,2011,6,8,9
827,Madden NFL 15,2014,11,8,1
828,1080°: TenEighty Snowboarding,1998,12,1,1
829,Just Dance 3,2011,5,6,6
830,NBA Live 2004,2003,7,8,1
831,Dead Space,2008,6,8,9
832,Call of Duty 2,2005,5,5,7
833,Madden NFL 15,2014,5,8,1
834,Forza Horizon,2012,5,2,3
835,TouchMaster,2007,4,40,5
836,Tom Clancy's The Division,2016,18,6,7
837,LEGO Marvel Super Heroes,2013,6,20,9
838,Fire Emblem: Awakening,2012,10,1,4
839,DriveClub,2014,11,4,3
840,Super Street Fighter II,1993,8,1,10
841,Mortal Kombat vs. DC Universe,2008,6,40,10
842,Tenchu: Stealth Assassins,1997,13,5,9
843,Tennis,1989,3,1,1
844,Harry Potter and the Chamber of Secrets,2002,9,8,9
845,Harry Potter and the Chamber of Secrets,2002,13,8,9
846,SimCity,1991,8,1,8
847,Battlefield 4,2013,18,8,7
848,Resident Evil 6,2012,5,13,7
849,Dragon Age: Inquisition,2014,11,8,4
850,Sonic Classic Collection,2010,4,9,2
851,Spyro: Enter the Dragonfly,2002,7,21,2
852,Call of Duty: World at War,2008,1,5,7
853,Devil May Cry 2,2003,7,13,9
854,Burnout Paradise,2008,6,8,3
855,E.T.: The Extra Terrestrial,1981,16,11,9
856,BioShock Infinite,2013,5,3,7
857,Hot Shots Golf: Open Tee,2004,17,4,1
858,Rad Racer,1986,2,1,3
859,Soccer,1985,2,1,1
860,Kirby Squeak Squad,2006,4,1,2
861,Tom Clancy's Rainbow Six: Vegas,2006,5,6,7
862,Destiny,2014,5,5,7
863,Crash Nitro Kart,2003,7,24,3
864,Grand Theft Auto: San Andreas,2005,14,3,9
865,Star Wars: Dark Forces,1994,15,18,7
866,NBA Street Vol. 2,2003,7,8,1
867,Def Jam Vendetta,2003,7,8,10
868,FIFA Soccer 09,2008,5,8,1
869,Who wants to be a millionaire,1999,15,32,6
870,Scooby Doo and the Cyber Chase,2001,13,29,11
871,Alleyway,1989,3,1,5
872,Dragon Ball Z: Budokai 3,2004,7,11,10
873,Jet Moto 2,1997,13,4,3
874,Tom Clancy's Ghost Recon,2002,7,6,7
875,X-Men Legends,2004,7,5,4
876,Batman: Arkham Origins,2013,5,20,9
877,Guitar Hero: World Tour,2008,6,5,6
878,Mortal Kombat II,1993,8,31,10
879,Virtua Fighter 2,1995,24,9,10
880,Tetris DX,1998,3,1,5
881,Mortal Kombat vs. DC Universe,2008,5,40,10
882,Watch Dogs,2014,6,6,9
883,Mario Super Sluggers,2008,1,1,1
884,Tomb Raider (2013),2013,5,17,9
885,The Legend of Zelda: Oracle of Ages,2001,3,1,9
886,Need for Speed: Shift,2009,5,8,3
887,Monopoly,2008,1,8,6
888,Red Faction,2001,7,29,7
889,The Sims: Makin' Magic,2003,15,8,8
890,MX Unleashed,2004,7,29,3
891,PaRappa The Rapper,1996,13,4,6
892,Toy Story Mania!,2009,1,32,6
893,Mario Party 3,2000,12,1,6
894,Star Wars: The Force Unleashed,2008,1,18,9
895,Game Party 2,2008,1,40,6
896,Destiny: The Taken King,2015,11,5,7
897,LEGO Star Wars III: The Clone Wars,2011,1,18,9
898,Star Wars Rogue Leader: Rogue Squadron II,2001,19,18,8
899,Max Payne 3,2012,6,3,7
900,Need for Speed Rivals,2013,11,8,3
901,Madden NFL 09,2008,6,8,1
902,Yokai Watch,2013,10,1,4
903,Ratchet & Clank Future: A Crack in Time,2009,6,4,2
904,Yu-Gi-Oh! Forbidden Memories,1999,13,15,4
905,Mortal Kombat: Deception,2004,7,40,10
906,Hot Shots Golf 2,1999,13,4,1
907,Medal of Honor: European Assault (All Region sales),2005,7,8,7
908,WCW Nitro,1998,13,29,10
909,High School Musical: Sing It!,2007,7,32,6
910,Star Fox Adventures,2002,19,1,11
911,FIFA 2000,1998,13,8,1
912,Dynasty Warriors 3,2001,7,29,9
913,Donkey Kong Country Returns,2013,10,1,2
914,The Legend of Zelda: Oracle of Seasons,2001,3,1,11
915,Madden NFL 06,2005,14,8,1
916,Shrek 2,2004,7,5,2
917,The Legend of Dragoon,1999,13,4,4
918,Turok 2: Seeds of Evil,1997,12,31,2
919,SingStar,2004,7,4,6
920,LittleBigPlanet 3,2014,11,4,2
921,NBA Live 2002,2001,7,8,1
922,Phineas and Ferb,2009,4,32,9
923,Chrono Cross,1999,13,10,4
924,GoldenEye 007 (2010),2010,1,5,9
925,Mario Party: Island Tour,2013,10,1,6
926,Jak 3,2004,7,4,2
927,Rayman Raving Rabbids 2,2007,1,6,6
928,Kingdom Hearts: Chain of Memories,2004,9,17,4
929,Pinball,1984,2,1,9
930,inFAMOUS 2,2011,6,4,9
931,Gran Turismo Concept 2001 Tokyo,2001,7,54,3
932,Demon's Souls,2009,6,26,4
933,NCAA Football 06,2005,7,8,1
934,Hey You, Pikachu!,1998,12,1,8
935,2 Games in 1: Sonic Advance & ChuChu Rocket!,2005,9,29,6
936,World of Warcraft: Mists of Pandaria,2012,15,5,4
937,Jet Moto,1996,13,4,3
938,Just Cause 3,2015,11,17,9
939,Secret of Mana,1993,8,10,4
940,The Orange Box,2007,5,8,7
941,Air Combat,1995,13,4,8
942,Kirby: Triple Deluxe,2014,10,1,2
943,Sonic & Knuckles,1994,21,9,2
944,Namco Museum,2001,7,26,6
945,The Sims: Hot Date,2001,15,8,8
946,Metroid Prime 3: Corruption,2007,1,1,7
947,Dragon Quest VI: Realms of Revelation,2010,4,1,4
948,The Evil Within,2014,11,7,9
949,DDRMAX2: Dance Dance Revolution,2003,7,15,8
950,Crazy Taxi,2000,22,9,3
951,Virtua Fighter 4,2002,7,9,10
952,Sly 2: Band of Thieves,2004,7,4,2
953,Guitar Hero: World Tour,2008,7,5,6
954,Sonic Advance 2,2002,9,9,2
955,Madden NFL 07,2006,5,8,1
956,NBA 2K11,2010,6,3,9
957,NFL GameDay 2000,1999,13,43,1
958,Call of Duty: Black Ops 3,2015,6,5,7
959,Disney's The Lion King,1994,8,19,2
960,Beyond: Two Souls,2013,6,4,11
961,Kinect Star Wars,2012,5,2,9
962,Midnight Club II,2003,7,3,3
963,Dragon Quest Monsters: Joker,2006,4,17,4
964,SpongeBob SquarePants: SuperSponge,2001,13,29,9
965,The Getaway: Black Monday,2004,7,4,9
966,Professor Layton and the Mask of Miracle,2011,10,1,5
967,Just Cause 2,2010,6,17,9
968,Dragon's Dogma,2012,6,13,4
969,The Legend of Zelda: The Wind Waker,2013,20,1,9
970,50 Cent: Bulletproof,2005,7,24,9
971,High School Musical: Sing It!,2007,1,32,6
972,Wii Party U,2013,20,1,6
973,Madden NFL 25,2013,6,8,1
974,Final Fantasy II,1991,8,55,4
975,Kirby 64: The Crystal Shards,2000,12,1,2
976,Dead or Alive 3,2001,14,2,10
977,UFC 2009 Undisputed,2009,6,29,10
978,Metroid II: Return of Samus,1991,3,1,11
979,WWF Attitude,1998,13,31,10
980,The SpongeBob SquarePants Movie,2004,7,29,2
981,Golden Sun,2001,9,1,4
982,Sonic the Hedgehog 3,1994,21,9,2
983,Kid Icarus,1986,2,1,2
984,Def Jam: Fight for NY,2004,7,8,10
985,Tom Clancy's Ghost Recon,2002,14,6,7
986,State of Emergency,2002,7,3,9
987,BioShock Infinite,2013,6,3,7
988,Hitman: Absolution,2012,5,17,9
989,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,2007,9,29,9
990,Call of Duty: Black Ops 3,2015,5,5,7
991,The Urbz: Sims in the City,2004,7,8,8
992,FIFA Soccer 08,2007,6,8,1
993,Star Wars: Starfighter,2001,7,5,8
994,Madden NFL 2000,1998,13,8,1
995,Kingdom Hearts,2013,6,17,4
996,Star Wars: Battlefront,2004,14,5,7
997,Pro Evolution Soccer,2001,7,15,1
998,Crackdown,2007,5,2,7
999,Yoshi,1991,2,1,5
1000,Disney's Aladdin,1993,8,13,2
1001,Kirby's Adventure,1993,2,1,2
1002,Cooking Mama 3: Shop & Chop,2009,4,12,8
1003,Dance Dance Revolution X,2008,7,15,8
1004,2 Games in 1: Disney Princess & The Lion King,2004,9,29,6
1005,Star Wars Episode I: The Phantom Menace,1999,13,18,11
1006,Xenosaga Episode I: Der Wille zur Macht,2002,7,26,4
1007,Portal 2,2011,6,56,7
1008,The Beatles: Rock Band,2009,1,32,6
1009,Forza Motorsport 6,2015,18,2,3
1010,Sonic Colors,2010,1,9,2
1011,Cruis'n USA,1996,12,1,3
1012,Madden NFL 99,1998,13,8,1
1013,Diablo III,2014,11,5,4
1014,Uncharted: Golden Abyss,2011,23,4,7
1015,Destiny,2014,6,5,7
1016,SSX Tricky,2001,7,8,1
1017,Overwatch,2016,11,5,7
1018,Twisted Metal III,1998,13,43,9
1019,Harry Potter and the Sorcerer's Stone,2001,3,8,9
1020,Disney Infinity,2013,1,32,9
1021,Crash Bandicoot: The Huge Adventure,2002,9,21,2
1022,Dishonored,2012,5,7,9
1023,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,2003,7,3,9
1024,The Order: 1886,2015,11,4,7
1025,The Elder Scrolls Online,2015,11,7,4
1026,Call of Duty: World at War Final Fronts,2008,7,5,7
1027,Imagine: Teacher,2008,4,6,8
1028,Call of Duty: Modern Warfare 3,2011,15,5,7
1029,Madden NFL 2005,2004,14,8,1
1030,Star Ocean: Till The End of Time,2003,7,6,4
1031,The Sims 3: Late Night Expansion Pack,2010,15,8,8
1032,Game Party 3,2009,1,20,5
1033,Toy Story 2: Buzz Lightyear to the Rescue!,1998,13,5,2
1034,Deal or No Deal,2007,4,52,6
1035,Ace Combat 5: The Unsung War,2004,7,16,8
1036,Need for Speed Underground,2003,14,8,3
1037,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,2006,4,1,6
1038,Tetris Worlds,2001,9,29,5
1039,Cabela's Big Game Hunter 2010,2009,1,57,1
1040,The Crew,2014,11,6,3
1041,FIFA Soccer 10,2009,7,8,1
1042,We Ski,2008,1,26,1
1043,Personal Trainer: Math,2007,4,1,5
1044,Kirby's Return to Dreamland,2011,1,1,2
1045,Super Puyo Puyo,1993,8,58,5
1046,Ben 10: Protector of Earth,2007,4,59,9
1047,NCAA Football 07,2006,7,8,1
1048,SOCOM 3: U.S. Navy SEALs,2005,7,4,7
1049,NBA 2K15,2014,18,3,1
1050,Saints Row 2,2008,6,29,9
1051,Saints Row IV,2013,5,42,9
1052,Jampack Winter '99,1999,13,4,6
1053,Dragon Age: Origins,2009,6,8,4
1054,FIFA 16,2015,5,8,1
1055,WCW vs. nWo: World Tour,1997,12,29,10
1056,WCW/NWO Thunder,1998,13,29,10
1057,Harry Potter and the Sorcerer's Stone,2001,9,8,9
1058,Need For Speed: Undercover,2008,5,8,3
1059,Dragon Ball Z: The Legacy of Goku,2002,9,53,4
1060,Sid Meier's Civilization V,2010,15,3,12
1061,Resident Evil 4,2005,19,13,9
1062,Call of Duty Black Ops: Declassified,2012,23,5,9
1063,Star Wars Battlefront: Renegade Squadron,2007,17,18,7
1064,World Championship Poker: Featuring Howard Lederer - All In,2006,7,60,6
1065,NFL GameDay 98,1997,13,4,1
1066,LEGO Batman 2: DC Super Heroes,2012,5,20,9
1067,Yoshi's Cookie,1992,3,1,5
1068,Time Crisis,1997,13,26,7
1069,The Sims: Superstar,2003,15,8,8
1070,Star Wars The Clone Wars: Lightsaber Duels,2008,1,18,9
1071,MySims,2007,1,8,8
1072,Metroid Fusion,2002,9,1,9
1073,Shaun White Snowboarding: Road Trip,2008,1,6,1
1074,SSX 3,2003,7,8,1
1075,Big Beach Sports,2008,1,29,1
1076,Madden NFL 2001,2000,13,8,1
1077,Fight Night Round 3,2006,6,8,10
1078,Knack,2013,11,16,2
1079,Star Wars: Battlefront II,2005,14,5,7
1080,Disney's DuckTales,1989,2,13,2
1081,Tony Hawk's Pro Skater 3,2001,13,5,1
1082,Monsters, Inc.,2001,9,29,11
1083,StarCraft II: Heart of the Swarm,2013,15,5,12
1084,PGR: Project Gotham Racing 2,2003,14,2,3
1085,Spy Hunter,2001,7,40,3
1086,NCAA Football 2004,2003,7,8,1
1087,SpongeBob SquarePants: Battle for Bikini Bottom,2003,7,29,2
1088,Dying Light,2015,11,20,9
1089,Heavenly Sword,2007,6,4,9
1090,Street Fighter II': Special Champion Edition,1992,21,9,10
1091,SSX,2000,7,8,1
1092,Max Payne 3,2012,5,3,7
1093,NBA Ballers,2004,7,40,1
1094,Need for Speed Carbon,2006,5,8,3
1095,NBA Live 2003,2002,7,8,1
1096,Dragon Ball Z: Budokai Tenkaichi,2005,7,11,10
1097,Ms. Pac-Man,1981,16,11,5
1098,Mario Party 6,2004,19,1,6
1099,Super Scope 6,1991,8,1,7
1100,Go Vacation,2011,1,26,6
1101,Dragon Quest V: Tenkuu no Hanayome,2004,7,25,4
1102,Army of Two,2008,5,8,7
1103,Dragon Quest IV: Chapters of the Chosen,2007,4,17,4
1104,Kirby & the Amazing Mirror,2004,9,1,2
1105,LEGO Pirates of the Caribbean: The Video Game,2011,1,32,9
1106,Dig Dug,1982,16,11,5
1107,Tom Clancy's Rainbow Six,1999,13,61,7
1108,Ghosts 'n Goblins,1986,2,13,9
1109,Tiger Woods PGA Tour 2003,2002,7,8,1
1110,NBA Live 06 (All region sales),2005,7,8,1
1111,Prince of Persia: Warrior Within,2004,7,6,9
1112,Kinectimals,2010,5,2,8
1113,Until Dawn,2015,11,16,11
1114,ESPN NFL 2K5,2004,14,9,1
1115,Viva Pinata,2006,5,2,8
1116,Pikmin,2001,19,1,12
1117,Sonic Generations,2011,6,9,2
1118,Tiger Woods PGA Tour 2004,2003,7,8,1
1119,Ape Escape,1999,13,4,2
1120,NBA 2K15,2014,5,3,1
1121,NCAA Football 2005,2004,7,8,1
1122,Just Cause 2,2010,5,17,9
1123,Tony Hawk's American Wasteland (Old all region sales),2005,7,5,1
1124,Rage,2011,5,7,7
1125,Mario Hoops 3 on 3,2006,4,1,1
1126,Kirby Air Ride,2003,19,1,3
1127,Sled Storm,1998,13,8,3
1128,Pokemon Battle Revolution,2006,1,1,4
1129,NFL Street 2,2004,7,8,1
1130,Gears of War: Judgment,2013,5,2,7
1131,Baseball,1989,3,1,1
1132,Yu-Gi-Oh! Duel Monsters,1998,3,15,12
1133,Super Mario Strikers,2005,19,1,1
1134,Buzz! The Music Quiz,2005,7,4,6
1135,SpongeBob's Atlantis SquarePantis,2007,4,29,9
1136,Far Cry 4,2014,18,6,7
1137,Dance Dance Revolution: Hottest Party 2,2008,1,15,8
1138,Moshi Monsters: Moshling Zoo,2011,4,5,6
1139,Dollar Dash,2005,7,3,9
1140,Far Cry 2,2008,5,6,9
1141,F-1 World Grand Prix,1998,12,62,3
1142,River Raid,1981,16,5,7
1143,Silent Hill,1999,13,15,9
1144,Dragon Quest V: Hand of the Heavenly Bride,2008,4,17,4
1145,No Man's Sky,2016,11,63,9
1146,Sonic Heroes,2003,19,9,2
1147,ESPN NBA 2K5,2004,7,64,1
1148,Diablo,1996,15,5,4
1149,The Legend of Zelda: Twilight Princess,2006,19,1,9
1150,Soul Edge,1996,13,4,10
1151,Devil May Cry 4,2008,6,13,9
1152,Mario Bros.,1982,16,11,2
1153,Pro Evolution Soccer 2008,2007,6,15,1
1154,SoulCalibur IV,2008,5,6,10
1155,LEGO Harry Potter: Years 1-4,2010,5,20,9
1156,NASCAR 2000,1999,13,8,3
1157,Wolfenstein: The New Order,2014,11,7,7
1158,Carnival Games: Mini Golf,2008,1,3,1
1159,Guitar Hero: On Tour Decades,2008,4,5,6
1160,MySims Kingdom,2008,4,8,8
1161,Jampack Summer 2K,2000,13,4,6
1162,Need for Speed: Most Wanted,2012,5,8,3
1163,Guitar Hero 5,2009,1,5,6
1164,High School Musical 3: Senior Year,2008,4,32,6
1165,Kingdom Hearts 3D: Dream Drop Distance,2012,10,17,9
1166,Hannah Montana: Music Jam,2007,4,32,9
1167,Pokemon Mystery Dungeon: Explorers of Sky,2009,4,1,4
1168,Spyro 2: Season of Flame,2002,9,24,2
1169,Pro Evolution Soccer 2010,2009,7,15,1
1170,NCAA Football 2002,2001,7,8,1
1171,Conflict: Desert Storm,2002,7,65,7
1172,Mario Party 7,2005,19,1,6
1173,Pro Evolution Soccer 2013,2012,6,15,1
1174,Smuggler's Run,2000,7,3,3
1175,Fight Night Round 3,2006,7,8,10
1176,Donkey Kong Classics,1988,2,1,2
1177,Twisted Metal,1995,13,4,9
1178,Dark Souls III,2016,11,26,4
1179,Final Fight,1990,8,13,9
1180,Dragon Quest Monsters 2,2001,3,25,4
1181,Pokemon Pinball: Ruby & Sapphire,2003,9,1,6
1182,LEGO Marvel Super Heroes,2013,11,20,9
1183,Mafia II,2010,5,3,9
1184,Dishonored,2012,6,7,9
1185,Stuntman,2002,7,11,3
1186,Tom Clancy's Rainbow Six 3,2003,14,6,7
1187,Active Life: Outdoor Challenge,2008,1,11,1
1188,BioShock 2,2010,6,3,7
1189,007: The World is not Enough,2000,12,8,9
1190,Spider-Man 2: Enter: Electro,2001,13,5,9
1191,Watch Dogs,2014,18,6,9
1192,Star Wars: The Force Unleashed II,2010,6,18,9
1193,Ni no Kuni: Wrath of the White Witch,2011,6,26,4
1194,Command & Conquer: Tiberian Sun,1999,15,66,12
1195,LEGO Battles: Ninjago,2011,4,20,12
1196,Mario Party 10,2015,20,1,6
1197,Dead Rising 3,2013,18,2,9
1198,Resident Evil: The Umbrella Chronicles,2007,1,13,9
1199,Fire Emblem Fates,2015,10,1,4
1200,Dark Cloud,2000,7,4,4
1201,Warcraft III: The Frozen Throne,2003,15,5,12
